own0.png,glasses,0.5407,1.2475,3.4440,3.8011,7.4247,4.4308,8.5867,61.9910,3.2409
own1.png,glasses,0.4873,1.1005,3.1737,3.5235,6.8769,4.1038,7.7011,62.8695,0.2699
own2.png,glasses,0.4997,1.1349,3.1729,3.5293,6.8850,4.1204,7.7214,63.7535,0.2766
own3.png,glasses,0.4844,1.1112,3.3333,3.7354,7.3115,4.4575,7.6479,57.7354,3.3623
own4.png,lwrench,-0.0655,0.1979,0.0066,0.9384,-1.4455,-1.0375,-1.8275,19.1007,2.0986
own5.png,lwrench,-0.0877,0.1684,-0.1739,0.4959,0.9708,1.2363,0.7152,18.4478,0.4653
own6.png,lwrench,-0.0377,0.2566,0.0469,0.9217,-1.7008,-1.3599,1.4705,19.8873,0.4725
own7.png,lwrench,-0.0386,0.2631,0.0164,0.8362,-2.0573,-1.5555,-1.2681,19.5868,2.1078
own8.png,mascara,0.2248,0.4824,3.6081,3.6678,7.3058,3.9093,-9.8975,85.4184,0.1506
own9.png,mascara,0.3413,0.7408,4.0421,4.2089,8.3350,4.5965,-9.6215,87.7299,5.1944
own10.png,mascara,0.2765,0.5949,3.6045,3.7427,7.4166,4.0501,8.8565,85.7798,0.1640
own11.png,mascara,0.3328,0.7214,4.3518,4.9796,9.8007,5.9229,9.7909,87.9576,5.3378
own12.png,noodle,0.7485,2.5118,4.8404,5.9043,12.0323,-7.2988,-11.2834,85.4856,0.8210
own13.png,noodle,0.7683,3.2813,4.6687,6.2803,-12.7883,7.9307,-11.7567,87.7259,0.8912
own14.png,noodle,0.7601,2.7931,4.7174,5.4816,10.7690,-7.7019,10.6998,83.6938,0.8305
own15.png,noodle,0.7659,3.0617,4.5456,6.1305,12.0821,-8.0408,11.4818,84.7106,1.1395
own16.png,plier,0.3543,3.9312,1.1468,2.4207,-4.2050,4.5351,5.5076,31.2070,0.8580
own17.png,plier,0.3964,4.2506,1.2901,2.5770,-4.5424,-4.7031,-4.9427,34.3395,1.1209
own18.png,plier,0.3803,3.5558,1.2398,2.5279,-4.4586,-4.6024,-4.7679,32.8334,0.8881
own19.png,plier,0.3835,4.2741,1.2330,2.4948,-4.4625,-7.0686,4.5688,33.1823,1.1116
own20.png,wire,0.3946,0.8857,3.3749,4.1243,8.3192,5.2216,-7.9038,68.2825,3.0333
own21.png,wire,0.4470,1.0164,3.8738,4.6555,9.9953,-6.3939,-8.9217,71.9700,2.8180
own22.png,wire,0.4400,1.0007,4.1908,5.0026,-9.8383,-5.6384,9.6871,74.1137,0.3417
own23.png,wire,0.4692,1.0763,3.9276,4.4986,8.9810,5.4723,-8.7860,73.6132,2.7319
ownClose1_0.png,glasses,0.4600,1.0521,3.8700,4.2977,8.4674,4.9315,-8.6244,67.1414,3.4469
ownClose1_1.png,glasses,0.4342,0.9660,4.0265,4.2474,8.3907,4.7456,-9.1535,66.0430,0.2489
ownClose1_2.png,glasses,0.4576,1.0331,4.0826,4.4034,8.6603,4.9269,-9.2499,66.1852,0.2716
ownClose1_3.png,glasses,0.4896,1.1452,3.4776,3.6210,7.1869,4.3335,7.7372,65.1532,3.0708
ownClose1_4.png,lwrench,-0.0241,0.2837,0.0277,0.5936,1.0346,1.1069,1.0770,20.5336,0.4672
ownClose1_5.png,lwrench,0.0472,0.4433,0.3477,1.2250,-2.3189,-1.4898,-2.0718,21.9523,1.9972
ownClose1_6.png,lwrench,0.0119,0.3350,0.2488,1.1284,-2.1751,-1.6169,1.8634,22.4645,0.4583
ownClose1_7.png,lwrench,0.0222,0.3967,0.1911,0.8977,1.8576,1.9824,1.4767,21.6676,0.4962
ownClose1_8.png,mascara,0.2266,0.4861,3.9725,4.1120,8.1548,4.3767,-9.4454,83.9796,0.1459
ownClose1_9.png,mascara,0.4514,1.0048,3.7363,4.3162,8.4277,5.0917,8.5867,87.2343,4.0185
ownClose1_10.png,mascara,0.2945,0.6354,3.0609,3.1738,6.2913,3.4940,-8.1164,85.5505,0.1709
ownClose1_11.png,mascara,0.3516,0.7647,3.4073,3.5539,7.0344,3.9362,-11.5798,86.6082,5.1270
ownClose1_12.png,noodle,0.7244,2.7138,4.7348,4.0071,8.4028,5.6117,8.8615,71.6807,0.8443
ownClose1_13.png,noodle,0.7674,3.0995,4.4652,6.2796,-12.4164,7.8981,-11.6585,77.4712,1.1411
ownClose1_14.png,noodle,0.7634,2.8369,5.1343,7.0637,-13.2252,-8.4847,13.4634,78.3588,0.8830
ownClose1_15.png,noodle,0.7375,2.8058,4.6346,4.6086,9.5386,6.9163,9.2903,73.2059,1.1844
ownClose1_16.png,plier,0.3947,2.9128,1.2799,2.4863,-4.3838,-4.1551,4.9675,32.6546,0.8897
ownClose1_17.png,plier,0.4401,2.9788,1.4343,2.7104,-4.8102,-4.2886,-5.2445,37.9004,0.9447
ownClose1_18.png,plier,0.3941,3.3792,1.2640,2.4425,-4.5611,-4.3556,4.3715,32.7573,1.1004
ownClose1_19.png,plier,0.4017,2.7901,1.3194,2.5718,-4.6994,-3.9964,-4.6404,33.7176,0.9219
ownClose1_20.png,wire,0.4146,0.9364,4.0678,4.8015,-10.1451,-5.6142,9.2395,73.2360,0.3244
ownClose1_21.png,wire,0.5040,1.1724,4.2051,4.8453,9.8631,6.7877,-9.3942,77.3456,2.5948
ownClose1_22.png,wire,0.4939,1.1445,4.0801,4.5752,8.9791,5.2704,-9.1672,77.5142,2.6854
ownClose1_23.png,wire,0.4103,0.9221,3.6838,3.8363,7.5994,4.3120,-8.5286,77.0088,0.3005
