own0.png,browncomb,0.1902,0.4191,1.0616,1.1123,2.1992,1.3244,4.5252,64.3988,7.3083
own1.png,browncomb,0.1718,0.3794,0.9993,1.0446,2.0665,1.2360,4.5335,62.2748,7.3275
own2.png,browncomb,0.1698,0.3760,0.9588,1.0043,1.9859,1.1943,4.4505,63.8127,7.5130
own3.png,browncomb,0.1476,0.3278,0.9086,0.9510,1.8807,1.1166,4.4343,63.4305,7.7280
own4.png,charger,0.5061,1.2154,2.3597,2.4583,4.8676,3.0660,6.3407,42.8412,2.6067
own5.png,charger,0.5005,1.1816,2.3884,2.5236,4.9796,3.1234,6.9848,46.2840,2.7968
own6.png,charger,0.5089,1.2153,2.6138,2.6510,5.2839,3.2587,6.6168,43.9995,2.6764
own7.png,charger,0.4931,1.1682,2.3114,2.4228,4.7902,3.0121,6.2054,45.3720,2.8195
own8.png,glasses,0.4323,0.9623,3.6074,3.8500,7.5837,4.3498,-8.3975,66.7920,3.9597
own9.png,glasses,0.4418,0.9892,3.8837,4.1812,8.2310,4.7172,-8.7719,65.9111,3.8789
own10.png,glasses,0.4489,1.0145,3.9611,4.5090,8.9873,5.4826,-8.8298,59.2124,3.6865
own11.png,glasses,0.4343,0.9742,3.6065,3.8058,7.5194,4.3098,-8.2459,61.6242,3.8899
own12.png,hairgel,0.7975,4.6135,5.2890,8.2250,-14.9866,-10.5784,-15.8222,81.1617,1.0428
own13.png,hairgel,0.7965,3.8271,5.5011,7.9271,-14.9495,-10.3632,14.7012,80.0917,1.0716
own14.png,hairgel,0.7971,4.0204,5.4400,8.2465,15.5624,11.7602,-15.1159,79.8520,1.0004
own15.png,hairgel,0.7970,3.9598,5.7318,8.3754,15.4606,10.4284,-15.8626,80.0833,1.0115
own16.png,keypad,0.7403,2.1632,3.6904,5.0493,9.4197,6.1314,10.6921,85.5336,1.6261
own17.png,keypad,0.7457,2.2191,3.7136,5.1746,9.6186,6.2842,11.6337,85.2008,1.5762
own18.png,keypad,0.7362,2.1302,3.5978,4.8846,9.1267,5.9509,-10.3028,83.2948,1.6534
own19.png,keypad,0.7452,2.2064,3.7100,5.0909,9.5431,6.2459,-9.8278,83.7829,1.5929
own20.png,lwrench,-0.1160,0.1035,-0.1938,0.6554,-1.4108,-1.1547,0.9065,17.2737,2.1080
own21.png,lwrench,-0.1185,0.0999,-0.2047,0.6547,-1.2733,-1.0799,-0.9184,17.1178,2.1329
own22.png,lwrench,-0.1336,0.0580,-0.2305,0.6316,-1.2797,-1.0656,-0.8617,16.8735,2.1212
